keyword,clientTime,serverTime,totalTime,resultLength,w1,w2
F10043#F1438,515.0,1002085.0,1002600.0,17,34,16644
F11321#F1438,540.0,1036623.0,1037163.0,13,35,16644
F10115#F1438,588.0,1090858.0,1091446.0,20,36,16644
F11053#F1438,580.0,1087415.0,1087995.0,16,37,16644
F11114#F1438,620.0,1133729.0,1134349.0,21,38,16644
F10237#F1438,636.3157894736843,1163563.9736842106,1164200.2894736843,13,39,16644
F10942#F1438,649.0,1168375.0,1169024.0,22,40,16644
F10450#F1438,662.0,1127149.0,1127811.0,19,41,16644
F11220#F1438,684.0,1131368.0,1132052.0,18,42,16644
F10055#F1438,681.0,1153580.0,1154261.0,22,43,16644
F10494#F1438,723.0,1098276.0,1098999.0,26,44,16644
F10158#F1438,717.0,1051157.0,1051874.0,18,45,16644
F10205#F1438,738.0,1047371.0,1048109.0,24,46,16644
F10813#F1438,778.0,1047137.0,1047915.0,26,47,16644
F10081#F1438,783.0,1048403.0,1049186.0,25,48,16644
F10014#F1438,792.0,1100535.0,1101327.0,18,49,16644
F10136#F1438,800.0,1083357.0,1084157.0,23,50,16644
F11604#F1438,859.0,1105024.1400000001,1105883.1400000001,22,51,16644
F10195#F1438,844.0,1130497.0,1131341.0,20,52,16644
F10355#F1438,834.0,1101344.0,1102178.0,22,53,16644
F11076#F1438,799.0,1117101.0,1117900.0,19,54,16644
F10378#F1438,879.0,1130585.0,1131464.0,22,55,16644
F10547#F1438,915.0,1144983.0,1145898.0,23,56,16644
F10463#F1438,903.0,1105478.0,1106381.0,27,57,16644
F10020#F1438,925.0,1050940.0,1051865.0,13,58,16644
F10541#F1438,942.0,1040188.0,1041130.0,18,59,16644
F10032#F1438,930.0,1043204.0,1044134.0,25,60,16644
F10178#F1438,951.0,1039670.0,1040621.0,21,61,16644
F10121#F1438,997.0,1102048.0,1103045.0,22,62,16644
F10305#F1438,1004.0,1119822.9677419355,1120826.9677419355,26,63,16644
F10033#F1438,1053.0,1124638.0,1125691.0,25,64,16644
F10143#F1438,1152.0,1081569.0,1082721.0,26,65,16644
F10141#F1438,1000.0,1088783.0,1089783.0,28,66,16644
F10961#F1438,1029.0,1121211.0,1122240.0,27,67,16644
F10873#F1438,1083.0,1130995.0,1132078.0,29,68,16644
F10317#F1438,1084.0,1152455.0,1153539.0,27,69,16644
F10170#F1438,1135.0,1105065.0,1106200.0,29,70,16644
F10636#F1438,1141.0,1051297.0,1052438.0,31,71,16644
F10037#F1438,1121.0,1047069.0,1048190.0,30,72,16644
F1003#F1438,1155.0,1047652.0,1048807.0,26,73,16644
F10691#F1438,1196.0,1048447.0,1049643.0,21,74,16644
F10338#F1438,1209.0,1062615.2027027027,1063824.2027027027,27,75,16644
F1005#F1438,1256.0,1097257.0,1098513.0,23,76,16644
F10152#F1438,1184.0,1059345.0,1060529.0,26,77,16644
F10313#F1438,1181.0,1115944.0,1117125.0,29,78,16644
F10217#F1438,1235.0,1069634.0,1070869.0,24,79,16644
F10437#F1438,1243.0,1122340.0,1123583.0,26,80,16644
F10286#F1438,1284.0,1124917.0,1126201.0,27,81,16644
F1095#F1438,1304.0,1151129.0,1152433.0,16,82,16644
F10380#F1438,1315.0,1086874.0,1088189.0,28,83,16644
F10377#F1438,1331.0,1053353.0,1054684.0,29,84,16644
F10139#F1438,1328.0,1053563.0,1054891.0,32,85,16644
F1153#F1438,1337.0,1045237.0,1046574.0,34,86,16644
F10561#F1438,1413.0,1057390.9186046512,1058803.9186046512,22,87,16644
F10334#F1438,1429.2413793103449,1245834.0,1247263.2413793104,29,88,16644
F10298#F1438,1426.0,1086791.0,1088217.0,26,89,16644
F10344#F1438,1392.0,1047584.0,1048976.0,26,90,16644
F10176#F1438,1409.0,1086977.0,1088386.0,27,91,16644
F10096#F1438,1414.0,1084443.0,1085857.0,31,92,16644
F11165#F1438,1425.0,1084744.0,1086169.0,22,93,16644
F11330#F1438,1432.0,1128298.0,1129730.0,36,94,16644
F10737#F1438,1551.0,1160981.0,1162532.0,31,95,16644
F10820#F1438,1506.0,1110048.0,1111554.0,25,96,16644
F10029#F1438,1563.0,1051742.0,1053305.0,32,97,16644
F10099#F1438,1577.0,1047803.0,1049380.0,34,98,16644
F11019#F1438,1578.0,1058494.8673469387,1060072.8673469387,20,99,16644
F10351#F1438,1593.939393939394,1269195.0,1270788.9393939395,25,100,16644
F10140#F1438,1666.0,1079762.0,1081428.0,38,101,16644
F10470#F1438,1623.0,1109188.0,1110811.0,29,102,16644
F10191#F1438,1617.0,1096318.0,1097935.0,19,103,16644
F11069#F1438,1644.0,1141464.0,1143108.0,38,104,16644
F1035#F1438,1603.0,1103486.0,1105089.0,18,105,16644
F10326#F1438,1680.0,1140184.0,1141864.0,29,106,16644
F10061#F1438,1672.0,1132488.0,1134160.0,35,107,16644
F10151#F1438,1698.0,1155188.0,1156886.0,37,108,16644
F10303#F1438,1674.0,1094417.0,1096091.0,31,109,16644
F10235#F1438,1715.0,1047222.0,1048937.0,34,110,16644
F10270#F1438,1738.0,1056742.2,1058480.2,38,111,16644
F10022#F1438,1753.6576576576574,1220010.0,1221763.6576576577,34,112,16644
F10319#F1438,1795.0,1057617.0,1059412.0,27,113,16644
F10369#F1438,1869.0,1107088.0,1108957.0,22,114,16644
F10066#F1438,1828.0,1110752.0,1112580.0,30,115,16644
F10161#F1438,1838.0,1100313.0,1102151.0,38,116,16644
F10198#F1438,1875.0,1120185.0,1122060.0,39,117,16644
F10268#F1438,1865.0,1117880.0,1119745.0,42,118,16644
F1028#F1438,1889.0,1144797.0,1146686.0,30,119,16644
F10228#F1438,1864.0,1146575.0,1148439.0,33,120,16644
F11913#F1438,1880.0,1140698.0,1142578.0,36,121,16644
F10088#F1438,1881.0,1077949.0,1079830.0,30,122,16644
F10366#F1438,1956.0,1086784.6475409835,1088740.6475409835,30,123,16644
F10989#F1438,1971.90243902439,1243754.0,1245725.9024390243,35,124,16644
F10069#F1438,2131.0,1007242.0,1009373.0,38,125,16644
F10316#F1438,1983.0,1067630.0,1069613.0,40,126,16644
F10080#F1438,2120.0,1111987.0,1114107.0,37,127,16644
F10086#F1438,2038.0,1106497.0,1108535.0,32,128,16644
F10697#F1438,2055.0,1094542.0,1096597.0,32,129,16644
F10707#F1438,2063.0,1132063.0,1134126.0,36,130,16644
F10277#F1438,2123.0,1128865.0,1130988.0,43,131,16644
F10079#F1438,2118.0,1148827.0,1150945.0,36,132,16644
F10098#F1438,2150.0,1145929.0,1148079.0,29,133,16644
F10045#F1438,2110.0,1141484.0,1143594.0,34,134,16644
F10183#F1438,2174.0,1150002.5373134327,1152176.5373134327,43,135,16644
F10290#F1438,2190.1037037037036,1273205.0,1275395.1037037037,40,136,16644
F10353#F1438,2165.0,1049249.0,1051414.0,38,137,16644
F10608#F1438,2178.0,1058424.0,1060602.0,34,138,16644
F1024#F1438,2194.0,1066148.0,1068342.0,40,139,16644
F10175#F1438,2219.0,1122196.0,1124415.0,41,140,16644
F10039#F1438,2269.0,1089660.0,1091929.0,42,141,16644
F10281#F1438,2285.0,1111347.0,1113632.0,30,142,16644
F10808#F1438,2271.0,1128226.0,1130497.0,38,143,16644
F10042#F1438,2343.0,1129518.0,1131861.0,50,144,16644
F10488#F1438,2290.0,1155481.0,1157771.0,39,145,16644
F10239#F1438,2338.0,1135979.0,1138317.0,38,146,16644
F10552#F1438,2306.0,1143759.6780821919,1146065.6780821919,34,147,16644
F10822#F1438,2321.687074829932,1266379.0,1268700.6870748298,34,148,16644
F10186#F1438,2320.0,1012654.0,1014974.0,44,149,16644
F10263#F1438,2262.0,1012145.0,1014407.0,32,150,16644
F10685#F1438,2363.0,1029738.0,1032101.0,37,151,16644
F10097#F1438,2412.0,1061304.0,1063716.0,34,152,16644
F10041#F1438,2451.0,1114939.0,1117390.0,40,153,16644
F10231#F1438,2438.0,1094562.0,1097000.0,33,154,16644
F10383#F1438,2445.0,1117104.0,1119549.0,32,155,16644
F10392#F1438,2407.0,1126033.0,1128440.0,41,156,16644
F10106#F1438,2455.0,1128313.0,1130768.0,38,157,16644
F10019#F1438,2444.0,1174673.0,1177117.0,35,158,16644
F10082#F1438,2486.0,1182107.6392405063,1184593.6392405063,30,159,16644
F10592#F1438,2501.635220125786,1376785.0,1379286.6352201258,43,160,16644
F10011#F1438,2416.0,1022876.0,1025292.0,44,161,16644
F10048#F1438,2494.0,1015927.0,1018421.0,42,162,16644
F1033#F1438,2453.0,1011697.0,1014150.0,39,163,16644
F10040#F1438,2496.0,1018053.0,1020549.0,42,164,16644
F10631#F1438,2474.0,1027081.0,1029555.0,40,165,16644
F10065#F1438,2479.0,1079742.0,1082221.0,38,166,16644
F10233#F1438,2522.0,1043889.0,1046411.0,42,167,16644
F10250#F1438,2555.0,1092703.0,1095258.0,38,168,16644
F10639#F1438,2661.0,1112433.0,1115094.0,42,169,16644
F10622#F1438,2519.0,1084334.0,1086853.0,43,170,16644
F1106#F1438,2556.0,1090712.4352941175,1093268.4352941175,40,171,16644
F10260#F1438,2570.9473684210525,1097090.870588235,1099661.8179566562,46,172,16644
F10157#F1438,2759.0,1106235.0,1108994.0,44,173,16644
F10984#F1438,2748.0,1057334.0,1060082.0,43,174,16644
F10110#F1438,2820.0,1056624.0,1059444.0,41,175,16644
F1049#F1438,2780.0,1048809.0,1051589.0,41,176,16644
F10062#F1438,2791.0,1053989.0,1056780.0,48,177,16644
F10090#F1438,2819.0,1113212.0,1116031.0,41,178,16644
F10197#F1438,2849.0,1104488.0,1107337.0,33,179,16644
F10180#F1438,2899.0,1101988.0,1104887.0,45,180,16644
F10194#F1438,2873.0,1132251.0,1135124.0,41,181,16644
F10116#F1438,2811.0,1124709.0,1127520.0,42,182,16644
F10423#F1438,2891.0,1130888.7197802197,1133779.7197802197,45,183,16644
F10584#F1438,2906.7978142076504,1207977.0,1210883.7978142076,38,184,16644
F10435#F1438,2987.0,1113241.0,1116228.0,42,185,16644
F10017#F1438,2924.0,1074310.0,1077234.0,44,186,16644
F10027#F1438,2977.0,1058786.0,1061763.0,43,187,16644
F10095#F1438,2988.0,1049349.0,1052337.0,42,188,16644
F10049#F1438,2977.0,1030517.0,1033494.0,47,189,16644
F10181#F1438,2895.0,1069329.0,1072224.0,44,190,16644
F10324#F1438,2980.0,1112283.0,1115263.0,44,191,16644
F10764#F1438,3071.0,1096921.0,1099992.0,48,192,16644
F11431#F1438,3025.0,1115925.0,1118950.0,52,193,16644
F10360#F1438,3108.0,1130902.0,1134010.0,46,194,16644
F10688#F1438,3155.0,1136731.3917525774,1139886.3917525774,43,195,16644
F10067#F1438,3069.0,1191030.0,1194099.0,39,196,16644
F10252#F1438,3045.0,1103614.0,1106659.0,53,197,16644
F10227#F1438,3070.0,1112533.0,1115603.0,51,198,16644
F1009#F1438,3094.0,1063736.0,1066830.0,46,199,16644
F10109#F1438,3156.0,1047204.0,1050360.0,41,200,16644
F10074#F1438,3132.0,1047138.0,1050270.0,45,201,16644
F10084#F1438,3145.0,1060913.0,1064058.0,43,202,16644
F10318#F1438,3160.0,1105471.0,1108631.0,38,203,16644
F10119#F1438,3272.0,1110052.0,1113324.0,45,204,16644
F10185#F1438,3202.0,1098260.0,1101462.0,42,205,16644
F11093#F1438,3243.0,1128903.0,1132146.0,38,206,16644
F10288#F1438,3322.0,1134383.1116504855,1137705.1116504855,44,207,16644
F10412#F1438,3256.0,1184778.0,1188034.0,37,208,16644
F10929#F1438,3310.0,1170905.0,1174215.0,48,209,16644
F10871#F1438,3248.0,1116898.0,1120146.0,41,210,16644
F10243#F1438,3339.0,1098814.0,1102153.0,41,211,16644
F10008#F1438,3388.0,1053817.0,1057205.0,46,212,16644
F1017#F1438,3359.0,1057768.0,1061127.0,42,213,16644
F10245#F1438,3409.0,1064998.0,1068407.0,39,214,16644
F10913#F1438,3408.0,1070865.0,1074273.0,35,215,16644
F10070#F1438,3470.0,1133772.0,1137242.0,39,216,16644
F10522#F1438,3454.0,1106059.0,1109513.0,44,217,16644
F10587#F1438,3465.0,1119629.0,1123094.0,43,218,16644
F11237#F1438,3532.0,1124764.9128440367,1128296.9128440367,33,219,16644
F11664#F1438,3548.1278538812785,1168104.0,1171652.1278538813,46,220,16644
F10001#F1438,3487.0,1142247.0,1145734.0,48,221,16644
F10125#F1438,3452.0,1141106.0,1144558.0,53,222,16644
F11102#F1438,3509.0,1125826.0,1129335.0,45,223,16644
F10425#F1438,3518.0,1079557.0,1083075.0,42,224,16644
F10718#F1438,3499.0,1053667.0,1057166.0,38,225,16644
F10689#F1438,3544.0,1046717.0,1050261.0,40,226,16644
F10167#F1438,3526.0,1056830.0,1060356.0,50,227,16644
F1015#F1438,3660.0,1075790.0,1079450.0,39,228,16644
F10215#F1438,3599.0,1127230.0,1130829.0,52,229,16644
F10518#F1438,3758.0,1100668.0,1104426.0,47,230,16644
F10050#F1438,3695.0,1105453.5130434781,1109148.5130434781,44,231,16644
F10665#F1438,3710.995670995671,1110239.0260869563,1113950.021757952,48,232,16644
F10477#F1438,3892.0,1149958.0,1153850.0,44,233,16644
F10173#F1438,3717.0,1144958.0,1148675.0,55,234,16644
F10007#F1438,3749.0,1147561.0,1151310.0,51,235,16644
F11813#F1438,3721.0,1113933.0,1117654.0,55,236,16644
F10229#F1438,4043.0,1028070.0,1032113.0,47,237,16644
F10209#F1438,3606.0,1037131.0,1040737.0,55,238,16644
F11048#F1438,3793.0,1026849.0,1030642.0,42,239,16644
F10446#F1438,3623.0,1014337.0,1017960.0,56,240,16644
F10026#F1438,3701.0,1027200.0,1030901.0,41,241,16644
F10322#F1438,3745.0,1081676.0,1085421.0,55,242,16644
F10232#F1438,3892.0,1086145.7355371902,1090037.7355371902,59,243,16644
F10000#F1438,3908.01646090535,1090615.4710743804,1094523.4875352858,53,244,16644
F10123#F1438,3927.0,1132569.0,1136496.0,60,245,16644
F10208#F1438,3960.0,1158186.0,1162146.0,56,246,16644
F10009#F1438,3837.0,1152254.0,1156091.0,56,247,16644
F11541#F1438,3829.0,1099236.0,1103065.0,45,248,16644
F11400#F1438,3778.0,1047332.0,1051110.0,46,249,16644
F10172#F1438,3799.0,1022954.0,1026753.0,53,250,16644
F10101#F1438,3716.0,1011378.0,1015094.0,47,251,16644
F11925#F1438,3748.0,1010127.0,1013875.0,51,252,16644
F10799#F1438,3732.0,1022949.0,1026681.0,49,253,16644
F1082#F1438,3795.0,1033143.0,1036938.0,51,254,16644
F1077#F1438,3830.0,1037210.4921259843,1041040.4921259843,50,255,16644
F10524#F1438,3845.0196078431372,1041277.9842519686,1045123.0038598117,50,256,16644
F11045#F1438,4003.0,1097022.0,1101025.0,49,257,16644
F1027#F1438,3930.0,1088273.0,1092203.0,52,258,16644
F10448#F1438,4011.0,1151174.0,1155185.0,57,259,16644
F10127#F1438,4242.0,1161271.0,1165513.0,46,260,16644
F10134#F1438,4102.0,1128258.0,1132360.0,42,261,16644
F1130#F1438,4128.0,1128536.0,1132664.0,53,262,16644
F10258#F1438,4159.0,1086540.0,1090699.0,40,263,16644
F11386#F1438,4147.0,1073293.0,1077440.0,45,264,16644
F10156#F1438,4151.0,1075846.0,1079997.0,57,265,16644
F1018#F1438,4166.0,1068078.0,1072244.0,40,266,16644
F10078#F1438,4250.0,1153463.0,1157713.0,50,267,16644
F11186#F1438,4265.917602996255,1157783.086142322,1162049.0037453184,50,268,16644
F10025#F1438,4347.0,1079751.0,1084098.0,45,269,16644
F10882#F1438,4042.0,1074725.0,1078767.0,45,270,16644
F10935#F1438,4090.0,1085179.0,1089269.0,63,271,16644
F10212#F1438,4084.0,1104502.0,1108586.0,60,272,16644
F10129#F1438,4198.0,1105391.0,1109589.0,53,273,16644
F10332#F1438,4108.0,1083107.0,1087215.0,56,274,16644
F10321#F1438,4160.0,1072614.0,1076774.0,45,275,16644
F10076#F1438,4236.0,1015092.0,1019328.0,47,276,16644
F11545#F1438,4203.0,1009596.0,1013799.0,52,277,16644
F11096#F1438,4183.0,1010143.0,1014326.0,55,278,16644
F10060#F1438,4261.0,1075817.0,1080078.0,53,279,16644
F10164#F1438,4276.272401433692,1079672.9749103943,1083949.247311828,49,280,16644
F10389#F1438,4366.0,1146855.0,1151221.0,54,281,16644
F10133#F1438,4376.0,1101203.0,1105579.0,52,282,16644
F10248#F1438,4436.0,1122149.0,1126585.0,54,283,16644
F11487#F1438,4504.0,1137810.0,1142314.0,49,284,16644
F1016#F1438,4764.0,1157834.0,1162598.0,55,285,16644
F10442#F1438,4567.0,1161418.0,1165985.0,55,286,16644
F11185#F1438,4543.0,1132264.0,1136807.0,55,287,16644
F10242#F1438,4518.0,1122142.0,1126660.0,46,288,16644
F11334#F1438,4578.0,1060505.0,1065083.0,51,289,16644
F10291#F1438,4541.0,1057295.0,1061836.0,56,290,16644
F11405#F1438,4612.0,1071428.0,1076040.0,48,291,16644
F1069#F1438,4627.848797250859,1075109.883161512,1079737.7319587627,60,292,16644
F11584#F1438,4519.0,1096480.0,1100999.0,47,293,16644
F10733#F1438,4834.0,1133300.0,1138134.0,53,294,16644
F10476#F1438,4626.0,1095868.0,1100494.0,47,295,16644
F10842#F1438,4631.0,1123626.0,1128257.0,49,296,16644
F11211#F1438,4787.0,1132578.0,1137365.0,53,297,16644
F10128#F1438,4642.0,1154667.0,1159309.0,52,298,16644
F10105#F1438,4717.0,1161650.0,1166367.0,51,299,16644
F10273#F1438,4431.0,1080808.0,1085239.0,49,300,16644
F10284#F1438,4516.0,1072906.0,1077422.0,57,301,16644
F10028#F1438,4760.0,1047091.0,1051851.0,58,302,16644
F10554#F1438,4749.0,1054282.0,1059031.0,55,303,16644
F10058#F1438,4843.0,1057761.4785478548,1062604.4785478548,55,304,16644
F10439#F1438,4888.0,1099052.0,1103940.0,57,305,16644
F11134#F1438,4811.0,1098063.0,1102874.0,53,306,16644
F11785#F1438,4872.0,1136002.0,1140874.0,51,307,16644
F10093#F1438,4878.0,1104616.0,1109494.0,50,308,16644
F1108#F1438,4883.0,1122770.0,1127653.0,49,309,16644
F10574#F1438,4856.0,1141506.0,1146362.0,56,310,16644
F10553#F1438,4885.0,1159828.0,1164713.0,61,311,16644
F10333#F1438,5015.0,1168329.0,1173344.0,60,312,16644
F1085#F1438,4889.0,1139059.0,1143948.0,53,313,16644
F10295#F1438,4944.0,1127635.0,1132579.0,59,314,16644
F10262#F1438,5009.0,1064342.0,1069351.0,52,315,16644
F10148#F1438,4950.0,1067720.8634920635,1072670.8634920635,48,316,16644
F10486#F1438,4963.0,1085461.0,1090424.0,55,317,16644
F1051#F1438,4816.0,1030027.0,1034843.0,58,318,16644
F10075#F1438,5025.0,1089076.0,1094101.0,51,319,16644
F10137#F1438,5106.0,1126347.0,1131453.0,61,320,16644
F11306#F1438,5026.0,1086340.0,1091366.0,61,321,16644
F10840#F1438,4986.0,1117967.0,1122953.0,49,322,16644
F10144#F1438,5021.0,1132356.0,1137377.0,47,323,16644
F10030#F1438,5135.0,1149406.0,1154541.0,54,324,16644
F10682#F1438,5035.0,1152879.0,1157914.0,52,325,16644
F10003#F1438,5078.0,1133252.0,1138330.0,48,326,16644
F10331#F1438,5082.0,1119801.0,1124883.0,57,327,16644
F10803#F1438,5154.0,1123225.4678899082,1128379.4678899082,46,328,16644
F1004#F1438,5169.713414634146,1101637.0,1106806.713414634,55,329,16644
F10569#F1438,5155.0,1050506.0,1055661.0,57,330,16644
F10051#F1438,5104.0,1063153.0,1068257.0,43,331,16644
F11141#F1438,5213.0,1093914.0,1099127.0,63,332,16644
F1310#F1438,5215.0,1117381.0,1122596.0,48,333,16644
F10363#F1438,5279.0,1091016.0,1096295.0,52,334,16644
F10677#F1438,5253.0,1125893.0,1131146.0,57,335,16644
F10753#F1438,5336.0,1157265.0,1162601.0,53,336,16644
F10196#F1438,5130.0,1111167.0,1116297.0,54,337,16644
F10251#F1438,5074.0,1109450.0,1114524.0,63,338,16644
F10473#F1438,5091.0,1096016.0,1101107.0,51,339,16644
F10327#F1438,5337.0,1099249.0855457226,1104586.0855457226,43,340,16644
F1081#F1438,5848.0,1100329.0,1106177.0,47,341,16644
F1007#F1438,6181.0,1047969.0,1054150.0,58,342,16644
F10969#F1438,5322.0,1055320.0,1060642.0,51,343,16644
F10107#F1438,5326.0,1069215.0,1074541.0,76,344,16644
F10359#F1438,5412.0,1098351.0,1103763.0,58,345,16644
F10002#F1438,5413.0,1106440.0,1111853.0,60,346,16644
F1008#F1438,5438.0,1088823.0,1094261.0,43,347,16644
F12082#F1438,5427.0,1128994.0,1134421.0,50,348,16644
F10059#F1438,5409.0,1147485.0,1152894.0,66,349,16644
F10269#F1438,5522.0,1143616.0,1149138.0,57,350,16644
F1105#F1438,5461.0,1167238.0,1172699.0,61,351,16644
F10184#F1438,5442.0,1170563.4643874646,1176005.4643874646,60,352,16644
F10701#F1438,5515.0,1120903.0,1126418.0,56,353,16644
F10883#F1438,5319.0,1049081.0,1054400.0,48,354,16644
F1057#F1438,5720.0,1057698.0,1063418.0,58,355,16644
F10071#F1438,5470.0,1055773.0,1061243.0,54,356,16644
F11041#F1438,5474.0,1069220.0,1074694.0,61,357,16644
F10203#F1438,5610.0,1136086.0,1141696.0,57,358,16644
F10352#F1438,5842.0,1104016.0,1109858.0,55,359,16644
F10168#F1438,5674.0,1103321.0,1108995.0,55,360,16644
F10461#F1438,5720.0,1155773.0,1161493.0,64,361,16644
F10145#F1438,5623.0,1128893.0,1134516.0,49,362,16644
F12033#F1438,5733.0,1159066.0,1164799.0,67,363,16644
F11179#F1438,6430.0,1162259.0192837464,1168689.0192837464,60,364,16644
F1#F1438,5914.0,1129383.0,1135297.0,62,365,16644
F11549#F1438,5736.0,1108622.0,1114358.0,57,366,16644
F10421#F1438,5733.0,1060684.0,1066417.0,56,367,16644
F10323#F1438,5757.0,1065268.0,1071025.0,59,368,16644
F10414#F1438,5754.0,1064166.0,1069920.0,54,369,16644
F12399#F1438,5776.0,1085578.0,1091354.0,55,370,16644
F10506#F1438,5851.0,1132217.0,1138068.0,57,371,16644
F10214#F1438,5870.0,1096014.0,1101884.0,70,372,16644
F11320#F1438,6030.0,1122446.0,1128476.0,62,373,16644
F10010#F1438,6038.0,1087441.0,1093479.0,64,374,16644
F10104#F1438,5912.0,1188587.0,1194499.0,60,375,16644
F10155#F1438,5927.765333333333,1191756.5653333333,1197684.3306666666,57,376,16644
F10092#F1438,5979.0,1142085.0,1148064.0,57,377,16644
F11651#F1438,5865.0,1108193.0,1114058.0,54,378,16644
F1092#F1438,5812.0,1080932.0,1086744.0,56,379,16644
F10694#F1438,5854.0,1059166.0,1065020.0,50,380,16644
F10315#F1438,5851.0,1052316.0,1058167.0,58,381,16644
F13306#F1438,5920.0,1074456.0,1080376.0,62,382,16644
F11189#F1438,5918.0,1107250.0,1113168.0,60,383,16644
F10870#F1438,6048.0,1108384.0,1114432.0,56,384,16644
F12921#F1438,5953.0,1094870.0,1100823.0,58,385,16644
F10368#F1438,6314.0,1125143.0,1131457.0,57,386,16644
F11040#F1438,6101.0,1128057.878238342,1134158.878238342,65,387,16644
F10329#F1438,6116.764857881138,1130972.756476684,1137089.5213345652,62,388,16644
F12863#F1438,5990.0,1150877.0,1156867.0,58,389,16644
F10495#F1438,6170.0,1109269.0,1115439.0,68,390,16644
F11627#F1438,6027.0,1114817.0,1120844.0,55,391,16644
F10408#F1438,6069.0,1063691.0,1069760.0,64,392,16644
F11449#F1438,6077.0,1050582.0,1056659.0,58,393,16644
F10206#F1438,6036.0,1070168.0,1076204.0,56,394,16644
F10047#F1438,6177.0,1086143.0,1092320.0,64,395,16644
F10021#F1438,6165.0,1151792.0,1157957.0,46,396,16644
F10815#F1438,6205.0,1090133.0,1096338.0,51,397,16644
F10760#F1438,6603.0,1107571.0,1114174.0,63,398,16644
F11133#F1438,6283.0,1110353.8417085428,1116636.8417085428,35,399,16644
F10557#F1438,6298.74686716792,1113136.6834170853,1119435.4302842533,48,400,16644
F10163#F1438,6188.0,1124409.0,1130597.0,59,401,16644
F10570#F1438,6073.0,1130168.0,1136241.0,58,402,16644
F10440#F1438,6282.0,1089072.0,1095354.0,68,403,16644
F10234#F1438,6273.0,1102128.0,1108401.0,71,404,16644
F10372#F1438,6145.0,1003320.0,1009465.0,69,405,16644
F10279#F1438,6036.0,1016853.0,1022889.0,56,406,16644
F11514#F1438,6156.0,1028864.0,1035020.0,62,407,16644
F10668#F1438,6137.0,1042299.0,1048436.0,59,408,16644
F10371#F1438,6183.0,1114234.0,1120417.0,64,409,16644
F1072#F1438,6569.0,1090530.0,1097099.0,60,410,16644
F10662#F1438,6903.0,1263047.0,1269950.0,62,411,16644
F10226#F1438,6919.795620437957,1266120.1070559612,1273039.902676399,62,412,16644
F10743#F1438,6469.0,1152329.0,1158798.0,63,413,16644
F10727#F1438,6481.0,1155761.0,1162242.0,63,414,16644
F10745#F1438,6471.0,1131519.0,1137990.0,59,415,16644
F11201#F1438,6426.0,1108831.0,1115257.0,58,416,16644
F11168#F1438,6471.0,1075660.0,1082131.0,59,417,16644
F10910#F1438,6516.0,1063436.0,1069952.0,35,418,16644
F1076#F1438,6593.0,1067498.0,1074091.0,58,419,16644
F11335#F1438,6508.0,1077334.0,1083842.0,57,420,16644
F10299#F1438,6483.0,1106232.0,1112715.0,55,421,16644
F10#F1438,6561.0,1117080.0,1123641.0,65,422,16644
F10404#F1438,6756.0,1201249.0,1208005.0,60,423,16644
F10526#F1438,6771.9716312056735,1204088.8321513,1210860.8037825057,67,424,16644
F10514#F1438,6778.0,1152505.0,1159283.0,60,425,16644
F11910#F1438,6582.0,1147606.0,1154188.0,64,426,16644
