keyword,clientTime,serverTime,totalTime,resultLength,w1,w2
F3795#F8109,1081.449275362319,955716.0869565218,956797.5362318842,21,70,9738
F3911#F8109,1089.3428571428572,970324.5428571429,971413.8857142858,16,71,9738
F1165#F8109,1244.0,1094461.5,1095705.5,23,72,9738
F460#F8109,1613.5,1072062.7916666665,1073676.2916666665,27,73,9738
F1760#F8109,1150.5479452054794,992650.191780822,993800.7397260275,25,74,9738
F2687#F8109,1178.7162162162163,1063655.0675675676,1064833.783783784,23,75,9738
F3566#F8109,1231.2,1083925.1733333333,1085156.3733333333,25,76,9738
F8692#F8109,1187.421052631579,966998.4210526315,968185.842105263,21,77,9738
F2393#F8109,1211.5324675324673,980516.7272727272,981728.2597402596,29,78,9738
F1877#F8109,1228.551282051282,971813.4358974359,973041.9871794871,28,79,9738
F6179#F8109,1253.6708860759495,1112881.0,1114134.670886076,28,80,9738
F3893#F8109,1296.0,987995.475,989291.475,27,81,9738
F6377#F8109,1268.4691358024693,987684.938271605,988953.4074074074,18,82,9738
F4550#F8109,1294.5975609756097,1036674.0487804879,1037968.6463414634,24,83,9738
F3853#F8109,1340.9638554216867,1028466.0,1029806.9638554216,29,84,9738
F7737#F8109,1330.654761904762,967038.9285714285,968369.5833333333,29,85,9738
F4864#F8109,1368.9176470588234,948027.5764705882,949396.4941176471,27,86,9738
F6884#F8109,1592.3023255813953,952685.4069767442,954277.7093023256,29,87,9738
F9242#F8109,1327.080459770115,1085477.5,1086804.58045977,33,88,9738
F3988#F8109,1347.1363636363637,955039.7840909092,956386.9204545455,33,89,9738
F1554#F8109,1408.6516853932585,969876.4044943821,971285.0561797754,29,90,9738
F3147#F8109,1375.111111111111,1038468.7444444444,1039843.8555555556,27,91,9738
F5025#F8109,1484.131868131868,1128828.879120879,1130313.010989011,26,92,9738
F8445#F8109,1439.4782608695652,951778.1739130436,953217.6521739131,19,93,9738
F5058#F8109,1447.3978494623657,951377.0322580645,952824.4301075268,37,94,9738
F3282#F8109,1494.7340425531916,1103526.0638297873,1105020.7978723405,30,95,9738
F3207#F8109,2144.5,1120970.7789473685,1123115.2789473685,35,96,9738
F1222#F8109,1529.7708333333335,1012956.8541666667,1014486.6250000001,33,97,9738
F7001#F8109,1535.6701030927834,988253.2164948453,989788.8865979381,32,98,9738
F5141#F8109,1525.408163265306,1036597.6836734692,1038123.0918367346,21,99,9738
F2367#F8109,1576.767676767677,1109710.1010101011,1111286.8686868688,29,100,9738
F1417#F8109,1658.42,1032572.49,1034230.91,31,101,9738
F1143#F8109,1641.0891089108911,980178.594059406,981819.6831683168,26,102,9738
F2472#F8109,1633.862745098039,1105328.5,1106962.362745098,33,103,9738
F2721#F8109,2104.0,1025367.3009708738,1027471.3009708738,33,104,9738
F7660#F8109,1672.9326923076922,1010365.5288461538,1012038.4615384615,40,105,9738
F5807#F8109,1660.6666666666665,985172.0761904762,986832.7428571428,44,106,9738
F1181#F8109,1900.5,990711.9905660378,992612.4905660378,34,107,9738
F4828#F8109,1708.8224299065419,1080761.0467289719,1082469.8691588785,26,108,9738
F4793#F8109,1682.4351851851852,1018300.2037037037,1019982.6388888889,38,109,9738
F1558#F8109,1708.532110091743,940319.3577981651,942027.8899082568,29,110,9738
F9771#F8109,1713.4363636363635,1108666.0,1110379.4363636363,28,111,9738
F463#F8109,1775.8558558558557,994235.099099099,996010.9549549549,44,112,9738
F8942#F8109,1811.0267857142856,1016576.25,1018387.2767857143,34,113,9738
F3448#F8109,1785.6637168141592,967858.9911504425,969644.6548672566,47,114,9738
F2465#F8109,1819.8245614035088,969876.7105263158,971696.5350877193,29,115,9738
F3403#F8109,1818.678260869565,1083253.3913043477,1085072.0695652172,46,116,9738
F6049#F8109,1867.9655172413793,1096899.2068965517,1098767.172413793,37,117,9738
F7354#F8109,1849.6752136752136,978108.0512820513,979957.7264957265,53,118,9738
F1129#F8109,1928.2033898305085,1111083.0,1113011.2033898304,40,119,9738
F1177#F8109,1891.764705882353,996425.5462184873,998317.3109243697,34,120,9738
F2339#F8109,1878.5249999999999,1015188.9916666666,1017067.5166666666,41,121,9738
F1373#F8109,1945.9504132231405,966166.3966942149,968112.347107438,40,122,9738
F1618#F8109,1903.4754098360654,984056.4590163933,985959.9344262293,44,123,9738
F2329#F8109,1968.8780487804877,1046652.7479674796,1048621.6260162601,35,124,9738
F1089#F8109,1983.8709677419354,1104848.7903225806,1106832.6612903224,33,125,9738
F1749#F8109,2365.5,1106722.5,1109088.0,33,126,9738
F638#F8109,2624.5,1035569.0873015872,1038193.5873015872,41,127,9738
F1582#F8109,2001.6377952755906,986772.157480315,988773.7952755905,42,128,9738
F2212#F8109,2035.78125,1016399.0625,1018434.84375,43,129,9738
F529#F8109,2073.953488372093,973744.3410852713,975818.2945736435,31,130,9738
F3949#F8109,2015.3846153846152,969609.6,971624.9846153846,52,131,9738
F4626#F8109,2051.5419847328244,1048998.961832061,1051050.5038167937,62,132,9738
F2543#F8109,2123.969696969697,1154652.5984848484,1156776.5681818181,56,133,9738
F2348#F8109,2128.887218045113,1099560.5,1101689.387218045,40,134,9738
F3970#F8109,2203.3208955223877,1009212.6492537312,1011415.9701492536,50,135,9738
F2384#F8109,2161.896296296296,998709.4518518518,1000871.348148148,35,136,9738
F9796#F8109,2178.904411764706,992166.0882352941,994344.9926470588,52,137,9738
F4372#F8109,2217.065693430657,1003334.5401459855,1005551.6058394162,39,138,9738
F1191#F8109,2190.7608695652175,1000710.3550724637,1002901.1159420289,45,139,9738
F3323#F8109,2230.9352517985612,1022098.7050359711,1024329.6402877697,55,140,9738
F2005#F8109,2185.5,1153944.0,1156129.5,42,141,9738
F1626#F8109,2374.723404255319,1144445.0,1146819.7234042552,40,142,9738
F2459#F8109,2284.978873239437,1000382.6830985915,1002667.661971831,36,143,9738
F1599#F8109,2294.9370629370633,984118.153846154,986413.090909091,50,144,9738
F1182#F8109,2282.7430555555557,1019507.0833333333,1021789.8263888888,52,145,9738
F1231#F8109,2365.2,1027072.7448275862,1029437.9448275862,45,146,9738
F2274#F8109,2288.568493150685,1006636.8698630137,1008925.4383561644,49,147,9738
F5701#F8109,2321.687074829932,1000018.8843537415,1002340.5714285715,50,148,9738
F2908#F8109,2345.7432432432433,1193241.3310810812,1195587.0743243245,44,149,9738
F1673#F8109,3169.0,1229891.5,1233060.5,46,150,9738
F9342#F8109,2424.0533333333333,1020605.98,1023030.0333333333,48,151,9738
F512#F8109,2602.119205298013,1046217.0066225166,1048819.1258278145,43,152,9738
F5535#F8109,2594.9605263157896,1018336.7960526316,1020931.7565789474,46,153,9738
F5691#F8109,2445.8823529411766,1033641.9607843137,1036087.8431372549,43,154,9738
F3924#F8109,2464.9025974025976,1021602.987012987,1024067.8896103896,47,155,9738
F5831#F8109,2501.032258064516,1030080.0774193547,1032581.1096774192,52,156,9738
F1198#F8109,2536.153846153846,1248358.5,1250894.6538461538,51,157,9738
F9536#F8109,2491.770700636943,1020947.6942675159,1023439.4649681528,55,158,9738
F3336#F8109,2463.493670886076,983340.5316455696,985804.0253164556,35,159,9738
F1946#F8109,2487.5471698113206,958698.8679245283,961186.4150943396,52,160,9738
F1411#F8109,2735.99375,975531.2000000001,978267.1937500001,48,161,9738
F7497#F8109,2692.621118012422,1030562.4968944099,1033255.1180124223,53,162,9738
F5987#F8109,2609.0061728395062,1008351.2037037037,1010960.2098765433,51,163,9738
F1147#F8109,2590.79754601227,1072650.5521472392,1075241.3496932515,57,164,9738
F7704#F8109,3447.5,1210538.5,1213986.0,67,165,9738
F9280#F8109,2699.2606060606063,1014573.890909091,1017273.1515151516,51,166,9738
F1756#F8109,2612.644578313253,975350.4216867471,977963.0662650603,56,167,9738
F4411#F8109,2654.8023952095805,966737.3892215568,969392.1916167664,45,168,9738
F6029#F8109,2653.7023809523807,989315.9404761904,991969.6428571428,57,169,9738
F7824#F8109,2697.8698224852074,1015061.952662722,1017759.8224852072,69,170,9738
F63#F8109,2738.0117647058823,1002229.9941176471,1004968.0058823529,50,171,9738
F2733#F8109,2761.052631578947,1227401.0526315789,1230162.1052631577,66,172,9738
F2378#F8109,3511.0,1064203.5,1067714.5,52,173,9738
F428#F8109,2768.913294797688,1033608.2774566475,1036377.1907514451,54,174,9738
F6660#F8109,2695.402298850575,958927.5862068966,961622.9885057472,57,175,9738
F7439#F8109,3064.4114285714286,1005044.4800000001,1008108.8914285715,79,176,9738
F8715#F8109,3037.1590909090905,1001074.7897727272,1004111.9488636362,76,177,9738
F3714#F8109,3267.3559322033902,1029485.6271186441,1032752.9830508474,67,178,9738
F2833#F8109,2818.747191011236,1015896.3988764044,1018715.1460674156,52,179,9738
F5747#F8109,2912.1787709497207,1228676.0,1231588.1787709498,49,180,9738
F2914#F8109,3038.788888888889,1067359.5,1070398.288888889,59,181,9738
F4159#F8109,2969.314917127072,1065285.2154696134,1068254.5303867406,69,182,9738
F7590#F8109,2917.945054945055,966411.9395604396,969329.8846153846,55,183,9738
F2879#F8109,2975.1693989071036,976171.2786885246,979146.4480874317,59,184,9738
F1183#F8109,2895.652173913043,985155.1630434782,988050.8152173912,66,185,9738
F478#F8109,3121.7837837837837,1024321.1027027026,1027442.8864864864,56,186,9738
F2366#F8109,2939.7204301075267,991055.7634408602,993995.4838709678,45,187,9738
F8562#F8109,2975.8288770053477,1217039.0,1220014.8288770053,67,188,9738
F7117#F8109,3029.0265957446804,1085838.175531915,1088867.2021276597,55,189,9738
F1777#F8109,2995.767195767196,1092155.1851851852,1095150.9523809524,67,190,9738
F5766#F8109,3074.0947368421052,987687.1368421053,990761.2315789474,79,191,9738
F1346#F8109,3100.1465968586385,993781.947643979,996882.0942408376,56,192,9738
F2021#F8109,3074.9322916666665,977262.5364583333,980337.4687499999,65,193,9738
F3589#F8109,3100.9844559585495,985624.5388601037,988725.5233160623,60,194,9738
F7184#F8109,3159.201030927835,1034081.9845360825,1037241.1855670103,58,195,9738
F8748#F8109,4033.0,1194156.5,1198189.5,51,196,9738
F1899#F8109,3065.5612244897957,1069243.632653061,1072309.1938775508,61,197,9738
F5214#F8109,3070.5076142131975,1093645.4619289339,1096715.9695431471,58,198,9738
F5742#F8109,3154.853535353535,1025659.0656565656,1028813.9191919192,60,199,9738
F7202#F8109,3172.86432160804,991456.2814070351,994629.1457286432,47,200,9738
F8073#F8109,3170.7749999999996,992743.0199999999,995913.7949999999,48,201,9738
F3916#F8109,3288.2786069651743,1003040.5472636817,1006328.8258706469,53,202,9738
F3668#F8109,3725.3514851485147,1167305.2722772278,1171030.6237623764,64,203,9738
F1062#F8109,4107.5,1180551.0147783253,1184658.5147783253,70,204,9738
F2756#F8109,3213.676470588235,1035602.7205882353,1038816.3970588235,54,205,9738
F8641#F8109,3247.765853658537,1098469.3756097562,1101717.1414634148,64,206,9738
F2444#F8109,3203.4757281553398,1024090.2961165048,1027293.7718446602,65,207,9738
F4597#F8109,3245.6038647343,961813.1014492754,965058.7053140097,57,208,9738
F6679#F8109,3289.7403846153848,961464.3076923076,964754.048076923,72,209,9738
F4759#F8109,3321.8181818181815,983365.6937799043,986687.5119617225,51,210,9738
F484#F8109,3203.1809523809525,1164938.0,1168141.1809523809,78,211,9738
F8675#F8109,3419.127962085308,1034517.8009478672,1037936.9289099525,65,212,9738
F9248#F8109,3500.433962264151,1004790.3254716982,1008290.7594339623,77,213,9738
F1253#F8109,3422.9953051643197,1104262.103286385,1107685.0985915493,59,214,9738
F2695#F8109,3410.8644859813085,1062155.2570093458,1065566.1214953272,59,215,9738
F7698#F8109,3809.5,983268.1674418605,987077.6674418605,70,216,9738
F8912#F8109,3340.3935185185182,972818.0324074073,976158.4259259258,64,217,9738
F3931#F8109,3450.8294930875577,1020839.7511520738,1024290.5806451614,50,218,9738
F1314#F8109,4437.5,1128916.5,1133354.0,63,219,9738
F9918#F8109,3566.2100456621,1011036.6210045662,1014602.8310502283,76,220,9738
F325#F8109,3525.954545454546,998874.7954545455,1002400.7500000001,56,221,9738
F6375#F8109,3412.371040723982,1064113.303167421,1067525.674208145,61,222,9738
F6123#F8109,3593.1126126126123,1043545.5765765766,1047138.6891891892,56,223,9738
F1446#F8109,3518.708520179372,995407.7847533632,998926.4932735426,73,224,9738
F6904#F8109,3545.758928571429,997083.4821428573,1000629.2410714288,55,225,9738
F1990#F8109,3678.2755555555555,1142119.0,1145797.2755555555,67,226,9738
F4757#F8109,3826.8584070796455,1040929.5929203539,1044756.4513274335,75,227,9738
F4730#F8109,3767.52422907489,1018151.577092511,1021919.101321586,64,228,9738
F204#F8109,3894.0043859649118,999130.0131578946,1003024.0175438595,61,229,9738
F6054#F8109,3624.7598253275105,1074370.174672489,1077994.9344978165,64,230,9738
F1684#F8109,3528.2739130434784,1027382.5434782609,1030910.8173913043,71,231,9738
F7419#F8109,3586.458874458874,957682.9437229437,961269.4025974026,73,232,9738
F1735#F8109,3566.306034482759,939888.8577586208,943455.1637931035,76,233,9738
F1614#F8109,3588.334763948498,1213467.7596566526,1217056.0944206011,77,234,9738
F5066#F8109,3692.7136752136753,1015817.6282051282,1019510.3418803419,64,235,9738
F6752#F8109,3718.7574468085104,1035679.4723404255,1039398.229787234,65,236,9738
F1549#F8109,3776.936440677966,971050.2584745763,974827.1949152543,71,237,9738
F5727#F8109,3648.3291139240505,1054452.4725738396,1058100.8016877635,68,238,9738
F8592#F8109,3707.5126050420167,1094926.281512605,1098633.794117647,73,239,9738
F2714#F8109,3854.0585774058577,1000669.4560669456,1004523.5146443514,107,240,9738
F4#F8109,4442.433333333333,1082315.9375,1086758.3708333333,77,241,9738
F5321#F8109,4859.0,1140915.5269709544,1145774.5269709544,99,242,9738
F9357#F8109,3882.9793388429757,996686.590909091,1000569.5702479341,68,243,9738
F2489#F8109,3801.5802469135806,1025659.522633745,1029461.1028806586,79,244,9738
F7155#F8109,3894.897540983606,987211.4344262294,991106.3319672131,66,245,9738
F4227#F8109,3821.534693877551,1059148.4816326532,1062970.0163265306,75,246,9738
F9516#F8109,4127.711382113822,1093351.524390244,1097479.2357723578,75,247,9738
F2318#F8109,3928.8421052631575,975141.0202429149,979069.862348178,71,248,9738
F3564#F8109,3802.270161290323,1123549.0,1127351.2701612904,90,249,9738
F1615#F8109,4849.5,996452.81124498,1001302.31124498,94,250,9738
F497#F8109,3985.88,996521.204,1000507.084,79,251,9738
F1862#F8109,4033.003984063745,1045029.9442231075,1049062.9482071712,76,252,9738
F2409#F8109,3868.2896825396824,994097.2380952381,997965.5277777778,68,253,9738
F9332#F8109,4669.5,1054158.2292490117,1058827.7292490117,75,254,9738
F2891#F8109,3992.6574803149606,1091069.7047244094,1095062.3622047245,95,255,9738
F2585#F8109,4159.247058823529,964304.8156862746,968464.062745098,70,256,9738
F4563#F8109,4015.625,1147883.0,1151898.625,60,257,9738
F8199#F8109,4550.6381322957195,994021.7976653696,998572.4357976653,87,258,9738
F9519#F8109,4042.608527131783,999677.7596899224,1003720.3682170542,59,259,9738
F2420#F8109,4108.803088803089,1027527.027027027,1031635.8301158301,76,260,9738
F5071#F8109,4008.357692307692,1003696.5807692307,1007704.9384615384,65,261,9738
F1927#F8109,4044.4367816091954,1008181.0191570881,1012225.4559386973,68,262,9738
F3066#F8109,4062.446564885496,1073242.7709923664,1077305.217557252,73,263,9738
F1009#F8109,4185.855513307984,1023288.0912547528,1027473.9467680608,55,264,9738
F4312#F8109,5801.0,1096859.0,1102660.0,60,265,9738
F6569#F8109,4159.637735849056,958063.7433962264,962223.3811320754,77,266,9738
F3858#F8109,4220.808270676692,979629.0225563908,983849.8308270675,72,267,9738
F3707#F8109,4203.685393258427,1017901.138576779,1022104.8239700375,114,268,9738
F2011#F8109,4157.455223880597,1013685.3470149254,1017842.802238806,85,269,9738
F2015#F8109,5380.5,1012157.7323420073,1017538.2323420073,79,270,9738
F4549#F8109,4244.662962962963,1073458.1,1077702.762962963,110,271,9738
F620#F8109,4496.531365313653,1116521.5,1121018.0313653136,70,272,9738
F4552#F8109,5545.5,1045454.5036764706,1051000.0036764706,79,273,9738
F5556#F8109,4343.85347985348,990895.4065934066,995239.26007326,69,274,9738
F8817#F8109,4357.846715328467,1023015.0547445255,1027372.901459854,69,275,9738
F9123#F8109,4256.421818181819,1022089.2218181818,1026345.6436363637,102,276,9738
F1400#F8109,4403.898550724638,1029687.2826086957,1034091.1811594203,89,277,9738
F4750#F8109,4436.960288808665,1008495.6823104693,1012932.642599278,85,278,9738
F5920#F8109,4459.985611510791,1090381.1762589929,1094841.1618705036,102,279,9738
F2949#F8109,4639.569892473118,1156398.5,1161038.069892473,67,280,9738
F2901#F8109,4468.903571428571,1003759.0964285714,1008228.0,60,281,9738
F4194#F8109,4426.697508896797,983457.43772242,987884.1352313168,70,282,9738
F5165#F8109,4394.528368794326,992690.7411347517,997085.2695035461,75,283,9738
F4672#F8109,4390.459363957597,1024006.6572438163,1028397.1166077739,91,284,9738
F6727#F8109,4427.535211267606,1045456.2676056339,1049883.8028169016,90,285,9738
F8952#F8109,4520.80701754386,1020878.5052631579,1025399.3122807017,81,286,9738
F1116#F8109,4480.611888111888,1173093.4335664336,1177574.0454545454,76,287,9738
F5590#F8109,5957.0,1140121.0,1146078.0,77,288,9738
F1671#F8109,4590.885416666667,987938.4722222224,992529.357638889,81,289,9738
F2004#F8109,4539.653979238755,981167.3356401385,985706.9896193772,86,290,9738
F6293#F8109,4480.396551724138,980283.672413793,984764.0689655172,94,291,9738
F4313#F8109,4483.353951890034,1037269.29209622,1041752.64604811,100,292,9738
F5837#F8109,4511.397260273972,1029583.9383561643,1034095.3356164382,88,293,9738
F9317#F8109,4538.436860068259,1006543.6177474404,1011082.0546075086,80,294,9738
F2357#F8109,4608.622448979591,1205153.5,1209762.1224489796,91,295,9738
F2829#F8109,4996.881355932203,1045831.213559322,1050828.094915254,70,296,9738
F3588#F8109,4503.162162162162,989139.4358108108,993642.5979729729,67,297,9738
F9644#F8109,4864.323232323233,1000621.7912457914,1005486.1144781146,100,298,9738
F9989#F8109,4597.375838926175,1002002.177852349,1006599.5536912752,103,299,9738
F5083#F8109,4724.749163879598,1014076.254180602,1018801.0033444816,85,300,9738
F3749#F8109,4665.5,1019973.6166666667,1024639.1166666667,82,301,9738
F3655#F8109,4766.784053156146,1066973.0232558139,1071739.80730897,88,302,9738
F2070#F8109,6338.0,1146819.5,1153157.5,89,303,9738
F1894#F8109,4831.894389438943,1047782.6534653464,1052614.5478547853,94,304,9738
F4894#F8109,5122.796052631579,971992.8618421054,977115.657894737,93,305,9738
F7341#F8109,4781.626229508197,982747.5934426229,987529.2196721311,79,306,9738
F1797#F8109,5238.062091503268,971927.8888888889,977165.9509803922,94,307,9738
F4826#F8109,4769.485342019544,1023939.4788273616,1028708.9641693812,93,308,9738
F4418#F8109,4975.100649350649,1032808.4220779222,1037783.5227272728,78,309,9738
F78#F8109,4879.741100323625,1166029.0,1170908.7411003236,87,310,9738
F6496#F8109,5109.429032258065,1119354.2096774194,1124463.6387096774,88,311,9738
F2114#F8109,4933.813504823151,1048850.70096463,1053784.5144694534,81,312,9738
F1404#F8109,5070.198717948718,985109.3141025641,990179.5128205129,101,313,9738
F6523#F8109,4896.594249201277,981223.9169329073,986120.5111821085,101,314,9738
F2655#F8109,4989.840764331211,983812.2133757963,988802.0541401275,110,315,9738
F2998#F8109,4992.8,1016733.5111111111,1021726.3111111112,85,316,9738
F3513#F8109,4966.6677215189875,1054976.0,1059942.667721519,85,317,9738
F5403#F8109,5434.08832807571,1202311.0,1207745.0883280756,80,318,9738
F5595#F8109,5122.056603773585,1097790.3490566039,1102912.4056603773,92,319,9738
F373#F8109,5480.1253918495295,1072925.893416928,1078406.0188087774,99,320,9738
F1337#F8109,6167.212500000001,992565.103125,998732.315625,76,321,9738
F678#F8109,5081.781931464174,996505.7383177569,1001587.5202492211,114,322,9738
F3254#F8109,5200.099378881987,995556.2173913043,1000756.3167701863,80,323,9738
F7297#F8109,5104.755417956657,1011561.1021671827,1016665.8575851393,94,324,9738
F1957#F8109,5114.7376543209875,1054401.311728395,1059516.049382716,85,325,9738
F5846#F8109,5054.504615384615,1210702.5,1215757.0046153846,76,326,9738
F6086#F8109,5221.9693251533745,1048892.6226993864,1054114.5920245398,100,327,9738
F5311#F8109,5375.388379204893,1092856.880733945,1098232.2691131497,104,328,9738
F9793#F8109,5276.036585365853,1014558.7652439023,1019834.8018292682,100,329,9738
F5688#F8109,5687.234042553192,984264.6200607903,989951.8541033436,90,330,9738
F2149#F8109,5098.4030303030295,1014073.6666666666,1019172.0696969697,108,331,9738
F3442#F8109,5414.308157099698,999909.7764350454,1005324.084592145,126,332,9738
F2211#F8109,5469.424698795181,1081035.3524096387,1086504.777108434,103,333,9738
F1391#F8109,7000.0,1265718.5765765766,1272718.5765765766,98,334,9738
F6497#F8109,5389.086826347305,1023208.3532934132,1028597.4401197605,86,335,9738
F540#F8109,5379.008955223881,1117418.6507462685,1122797.6597014924,98,336,9738
F2535#F8109,5503.330357142857,1059493.8988095238,1064997.2291666667,99,337,9738
F5750#F8109,5651.721068249258,985356.2551928783,991007.9762611275,108,338,9738
F262#F8109,5214.381656804733,984356.7071005916,989571.0887573963,89,339,9738
F8567#F8109,5486.1356932153385,1005084.1297935103,1010570.2654867256,90,340,9738
F6819#F8109,5286.502941176471,1208567.1852941175,1213853.688235294,77,341,9738
F1513#F8109,6968.5,1127042.4457478006,1134010.9457478006,69,342,9738
F8003#F8109,5454.90350877193,1015925.8830409357,1021380.7865497076,82,343,9738
F2874#F8109,5531.078717201167,1080759.7434402334,1086290.8221574347,107,344,9738
F6517#F8109,5438.764534883721,1064262.8197674418,1069701.5843023255,88,345,9738
F2745#F8109,5462.788405797101,986656.6086956522,992119.3971014493,104,346,9738
F8156#F8109,5441.682080924855,979933.014450867,985374.6965317918,86,347,9738
F1963#F8109,5510.8357348703175,1000735.6772334294,1006246.5129682997,95,348,9738
F517#F8109,5646.17816091954,1157956.0,1163602.1781609196,68,349,9738
F4199#F8109,5418.481375358167,1059614.46991404,1065032.9512893981,110,350,9738
F2219#F8109,5775.454285714286,1017170.9228571429,1022946.3771428572,108,351,9738
F365#F8109,5442.461538461539,1080699.1680911682,1086141.6296296297,118,352,9738
F4512#F8109,5866.619318181819,1084141.2215909092,1090007.840909091,86,353,9738
F8530#F8109,5995.937677053824,986447.5750708214,992443.5127478753,91,354,9738
F9813#F8109,5621.83615819209,976675.1977401129,982297.033898305,83,355,9738
F7500#F8109,5480.394366197183,975303.6169014084,980784.0112676056,88,356,9738
F6338#F8109,5499.404494382023,1108746.0,1114245.404494382,73,357,9738
F4924#F8109,5560.532212885154,1014349.3781512605,1019909.9103641456,85,358,9738
