KeywordCount, Counter, Storage(Bits)
366,4,2196
367,4,2202
368,4,2208
369,4,2214
370,4,2220
371,4,2226
372,4,2232
373,4,2238
374,4,2244
375,4,2250
376,4,2256
377,4,2262
378,4,2268
379,4,2274
380,4,2280
381,4,2286
382,4,2292
383,4,2298
384,4,2304
385,4,2310
386,4,2316
387,4,2322
388,4,2328
389,4,2334
390,4,2340
391,4,2346
392,4,2352
393,4,2358
394,4,2364
395,4,2370
396,4,2376
397,4,2382
398,4,2388
399,4,2394
400,4,2400
401,4,2406
402,4,2412
403,4,2418
404,4,2424
405,4,2430
406,4,2436
407,4,2442
408,4,2448
409,4,2454
410,4,2460
411,4,2466
412,4,2472
413,4,2478
414,4,2484
415,4,2490
416,4,2496
417,4,2502
418,4,2508
419,4,2514
420,4,2520
421,4,2526
422,4,2532
423,4,2538
424,4,2544
425,4,2550
426,4,2556
427,4,2562
428,4,2568
429,4,2574
430,4,2580
431,4,2586
432,4,2592
433,4,2598
434,4,2604
435,4,2610
436,4,2616
437,4,2622
438,4,2628
439,4,2634
440,4,2640
441,4,2646
442,4,2652
443,4,2658
444,4,2664
445,4,2670
446,4,2676
447,4,2682
448,4,2688
449,4,2694
450,4,2700
451,4,2706
452,4,2712
453,4,2718
454,4,2724
455,4,2730
456,4,2736
457,4,2742
458,4,2748
459,4,2754
460,4,2760
461,4,2766
462,4,2772
463,4,2778
464,4,2784
465,4,2790
466,4,2796
467,4,2802
468,4,2808
469,4,2814
470,4,2820
471,4,2826
472,4,2832
473,4,2838
474,4,2844
475,4,2850
476,4,2856
477,4,2862
478,4,2868
479,4,2874
480,4,2880
481,4,2886
482,4,2892
483,4,2898
484,4,2904
485,4,2910
486,4,2916
487,4,2922
488,4,2928
489,4,2934
490,4,2940
491,4,2946
492,4,2952
493,4,2958
494,4,2964
495,4,2970
496,4,2976
497,4,2982
498,4,2988
499,4,2994
500,4,3000
501,4,3006
502,4,3012
503,4,3018
504,4,3024
505,4,3030
506,4,3036
507,4,3042
508,4,3048
509,4,3054
510,4,3060
511,4,3066
512,4,3072
513,4,3078
514,4,3084
515,4,3090
516,4,3096
517,4,3102
518,4,3108
519,4,3114
520,4,3120
521,4,3126
522,4,3132
523,4,3138
524,4,3144
525,4,3150
526,4,3156
527,4,3162
528,4,3168
529,4,3174
530,4,3180
531,4,3186
532,4,3192
533,4,3198
534,4,3204
535,4,3210
536,5,3216
537,5,3222
538,5,3228
539,5,3234
540,5,3240
541,5,3246
542,5,3252
543,5,3258
544,5,3264
545,5,3270
546,5,3276
547,5,3282
548,5,3288
549,5,3294
550,5,3300
551,5,3306
552,5,3312
553,5,3318
554,5,3324
555,5,3330
556,5,3336
557,5,3342
558,5,3348
559,5,3354
560,5,3360
561,5,3366
562,5,3372
563,5,3378
564,5,3384
565,5,3390
566,5,3396
567,5,3402
568,5,3408
569,5,3414
570,5,3420
571,5,3426
572,5,3432
573,5,3438
574,5,3444
575,5,3450
576,5,3456
577,5,3462
578,5,3468
579,5,3474
580,5,3480
581,5,3486
582,5,3492
583,5,3498
584,5,3504
585,5,3510
586,5,3516
587,5,3522
588,5,3528
589,5,3534
590,5,3540
591,5,3546
592,5,3552
593,5,3558
594,6,3564
595,6,3570
596,6,3576
597,6,3582
598,6,3588
599,6,3594
600,6,3600
601,6,3606
602,6,3612
603,6,3618
604,6,3624
605,6,3630
606,6,3636
607,6,3642
608,6,3648
609,6,3654
610,6,3660
611,6,3666
612,6,3672
613,6,3678
614,6,3684
615,6,3690
616,6,3696
617,6,3702
618,6,3708
619,6,3714
620,6,3720
621,6,3726
622,6,3732
623,6,3738
624,6,3744
625,6,3750
626,6,3756
627,6,3762
628,6,3768
629,6,3774
630,6,3780
631,6,3786
632,6,3792
633,6,3798
634,6,3804
635,6,3810
636,6,3816
637,6,3822
638,6,3828
639,6,3834
640,6,3840
641,6,3846
642,6,3852
643,6,3858
644,6,3864
645,6,3870
646,6,3876
647,6,3882
648,6,3888
649,6,3894
650,6,3900
651,6,3906
652,6,3912
653,6,3918
654,6,3924
655,6,3930
656,6,3936
657,6,3942
658,6,3948
659,6,3954
660,6,3960
661,6,3966
662,6,3972
663,6,3978
664,6,3984
665,6,3990
666,7,3996
667,7,4002
668,7,4008
669,7,4014
670,7,4020
671,7,4026
672,7,4032
673,7,4038
674,7,4044
675,7,4050
676,7,4056
677,7,4062
678,7,4068
679,7,4074
680,7,4080
681,7,4086
682,7,4092
683,7,4098
684,7,4104
685,7,4110
686,7,4116
687,7,4122
688,7,4128
689,7,4134
690,7,4140
691,7,4146
692,7,4152
693,7,4158
694,7,4164
695,7,4170
696,7,4176
697,7,4182
698,7,4188
699,7,4194
700,7,4200
701,7,4206
702,7,4212
703,7,4218
704,7,4224
705,8,5640
706,8,5648
707,8,5656
708,8,5664
709,8,5672
710,8,5680
711,8,5688
712,8,5696
713,8,5704
714,8,5712
715,8,5720
716,8,5728
717,8,5736
718,8,5744
719,8,5752
720,8,5760
721,8,5768
722,8,5776
723,8,5784
724,8,5792
725,8,5800
726,8,5808
727,8,5816
728,8,5824
729,8,5832
730,8,5840
731,8,5848
732,8,5856
733,8,5864
734,8,5872
735,8,5880
736,8,5888
737,8,5896
738,8,5904
739,8,5912
740,9,5920
741,9,5928
742,9,5936
743,9,5944
744,9,5952
745,9,5960
746,9,5968
747,9,5976
748,9,5984
749,9,5992
750,9,6000
751,9,6008
752,9,6016
753,9,6024
754,9,6032
755,9,6040
756,9,6048
757,9,6056
758,9,6064
759,9,6072
760,9,6080
761,9,6088
762,9,6096
763,9,6104
764,9,6112
765,9,6120
766,9,6128
767,9,6136
768,9,6144
769,9,6152
770,9,6160
771,10,6168
772,10,6176
773,10,6184
774,10,6192
775,10,6200
776,10,6208
777,10,6216
778,10,6224
779,10,6232
780,10,6240
781,10,6248
782,10,6256
783,10,6264
784,10,6272
785,10,6280
786,10,6288
787,10,6296
788,10,6304
789,10,6312
790,10,6320
791,10,6328
792,10,6336
793,10,6344
794,10,6352
795,10,6360
796,10,6368
797,10,6376
798,10,6384
799,10,6392
800,11,6400
801,11,6408
802,11,6416
803,11,6424
804,11,6432
805,11,6440
806,11,6448
807,11,6456
808,11,6464
809,11,6472
810,11,6480
811,11,6488
812,11,6496
813,11,6504
814,11,6512
815,11,6520
816,11,6528
817,11,6536
818,11,6544
819,11,6552
820,11,6560
821,11,6568
822,11,6576
823,11,6584
824,11,6592
825,11,6600
826,11,6608
827,11,6616
828,11,6624
829,11,6632
830,12,6640
831,12,6648
832,12,6656
833,12,6664
834,12,6672
835,12,6680
836,12,6688
837,12,6696
838,12,6704
839,12,6712
840,12,6720
841,12,6728
842,12,6736
843,12,6744
844,12,6752
845,12,6760
846,12,6768
847,12,6776
848,12,6784
849,12,6792
850,12,6800
851,13,6808
852,13,6816
853,13,6824
854,13,6832
855,13,6840
856,13,6848
857,13,6856
858,13,6864
859,13,6872
860,13,6880
861,13,6888
862,13,6896
863,13,6904
864,13,6912
865,13,6920
866,13,6928
867,13,6936
868,13,6944
869,13,6952
870,13,6960
871,13,6968
872,13,6976
873,13,6984
874,13,6992
875,13,7000
876,13,7008
877,13,7016
878,13,7024
879,13,7032
880,14,7040
881,14,7048
882,14,7056
883,14,7064
884,14,7072
885,14,7080
886,14,7088
887,14,7096
888,14,7104
889,14,7112
890,14,7120
891,14,7128
892,14,7136
893,14,7144
894,14,7152
895,14,7160
896,14,7168
897,14,7176
898,14,7184
899,14,7192
900,14,7200
901,14,7208
902,14,7216
903,14,7224
904,14,7232
905,15,7240
906,15,7248
907,15,7256
908,15,7264
909,15,7272
910,15,7280
911,15,7288
912,15,7296
913,15,7304
914,15,7312
915,15,7320
916,15,7328
917,15,7336
918,15,7344
919,15,7352
920,15,7360
921,15,7368
922,15,7376
923,15,7384
924,16,9240
925,16,9250
926,16,9260
927,16,9270
928,16,9280
929,16,9290
930,16,9300
931,16,9310
932,16,9320
933,16,9330
934,16,9340
935,16,9350
936,16,9360
937,16,9370
938,16,9380
939,17,9390
940,17,9400
941,17,9410
942,17,9420
943,17,9430
944,17,9440
945,17,9450
946,17,9460
947,17,9470
948,17,9480
949,17,9490
950,17,9500
951,17,9510
952,17,9520
953,17,9530
954,17,9540
955,17,9550
956,17,9560
957,18,9570
958,18,9580
959,18,9590
960,18,9600
961,18,9610
962,18,9620
963,18,9630
964,18,9640
965,18,9650
966,18,9660
967,18,9670
968,18,9680
969,18,9690
970,18,9700
971,18,9710
972,18,9720
973,18,9730
974,18,9740
975,18,9750
976,19,9760
977,19,9770
978,19,9780
979,19,9790
980,19,9800
981,19,9810
982,19,9820
983,19,9830
984,19,9840
985,19,9850
986,19,9860
987,19,9870
988,19,9880
989,19,9890
990,20,9900
991,20,9910
992,20,9920
993,20,9930
994,20,9940
995,20,9950
996,20,9960
997,20,9970
998,20,9980
999,20,9990
1000,20,10000
1001,20,10010
1002,20,10020
1003,20,10030
1004,20,10040
1005,20,10050
1006,20,10060
1007,20,10070
1008,21,10080
1009,21,10090
1010,21,10100
1011,21,10110
1012,21,10120
1013,21,10130
1014,21,10140
1015,21,10150
1016,21,10160
1017,21,10170
1018,21,10180
1019,21,10190
1020,22,10200
1021,22,10210
1022,22,10220
1023,22,10230
1024,22,10240
1025,22,10250
1026,22,10260
1027,22,10270
1028,22,10280
1029,22,10290
1030,22,10300
1031,22,10310
1032,22,10320
1033,22,10330
1034,23,10340
1035,23,10350
1036,23,10360
1037,23,10370
1038,23,10380
1039,23,10390
1040,23,10400
1041,23,10410
1042,23,10420
1043,23,10430
1044,23,10440
1045,23,10450
1046,23,10460
1047,23,10470
1048,23,10480
1049,23,10490
1050,23,10500
1051,24,10510
1052,24,10520
1053,24,10530
1054,24,10540
1055,24,10550
1056,24,10560
1057,24,10570
1058,24,10580
1059,24,10590
1060,24,10600
1061,24,10610
1062,24,10620
1063,25,10630
1064,25,10640
1065,25,10650
1066,25,10660
1067,25,10670
1068,25,10680
1069,25,10690
1070,25,10700
1071,25,10710
1072,25,10720
1073,25,10730
1074,25,10740
1075,25,10750
1076,25,10760
1077,25,10770
1078,25,10780
1079,25,10790
1080,25,10800
1081,26,10810
1082,26,10820
1083,26,10830
1084,26,10840
1085,26,10850
1086,26,10860
1087,26,10870
1088,26,10880
1089,26,10890
1090,26,10900
1091,26,10910
1092,26,10920
1093,26,10930
1094,27,10940
1095,27,10950
1096,27,10960
1097,27,10970
1098,27,10980
1099,27,10990
1100,27,11000
1101,27,11010
1102,27,11020
1103,27,11030
1104,27,11040
1105,27,11050
1106,27,11060
1107,27,11070
1108,27,11080
1109,27,11090
1110,27,11100
1111,28,11110
1112,28,11120
1113,28,11130
1114,28,11140
1115,28,11150
1116,28,11160
1117,28,11170
1118,28,11180
1119,28,11190
1120,28,11200
1121,28,11210
1122,28,11220
1123,28,11230
1124,28,11240
1125,28,11250
1126,28,11260
1127,28,11270
1128,28,11280
1129,28,11290
1130,29,11300
1131,29,11310
1132,29,11320
1133,29,11330
1134,29,11340
1135,29,11350
1136,29,11360
1137,29,11370
1138,29,11380
1139,29,11390
1140,29,11400
1141,29,11410
1142,29,11420
1143,29,11430
1144,30,11440
1145,30,11450
1146,30,11460
1147,30,11470
1148,30,11480
1149,30,11490
1150,30,11500
1151,30,11510
1152,30,11520
1153,30,11530
1154,30,11540
1155,30,11550
1156,30,11560
1157,30,11570
1158,30,11580
1159,30,11590
1160,30,11600
1161,30,11610
1162,31,11620
1163,31,11630
1164,31,11640
1165,31,11650
1166,31,11660
1167,31,11670
1168,31,11680
1169,31,11690
1170,31,11700
1171,31,11710
1172,31,11720
1173,31,11730
1174,31,11740
1175,31,11750
1176,31,11760
1177,31,11770
1178,32,14136
1179,32,14148
1180,32,14160
1181,32,14172
1182,32,14184
1183,32,14196
1184,32,14208
1185,32,14220
1186,32,14232
1187,32,14244
1188,32,14256
1189,32,14268
1190,32,14280
1191,32,14292
1192,32,14304
1193,32,14316
1194,33,14328
1195,33,14340
1196,33,14352
1197,33,14364
1198,33,14376
1199,33,14388
1200,33,14400
1201,33,14412
1202,33,14424
1203,33,14436
1204,33,14448
1205,33,14460
1206,33,14472
1207,33,14484
1208,33,14496
1209,33,14508
1210,33,14520
1211,33,14532
1212,33,14544
1213,33,14556
1214,34,14568
1215,34,14580
1216,34,14592
1217,34,14604
1218,34,14616
1219,34,14628
1220,34,14640
1221,34,14652
1222,34,14664
1223,34,14676
1224,34,14688
1225,34,14700
1226,35,14712
1227,35,14724
1228,35,14736
1229,35,14748
1230,35,14760
1231,35,14772
1232,35,14784
1233,35,14796
1234,35,14808
1235,35,14820
1236,35,14832
1237,35,14844
1238,35,14856
1239,35,14868
1240,35,14880
1241,35,14892
1242,35,14904
1243,35,14916
1244,35,14928
1245,35,14940
1246,35,14952
1247,35,14964
1248,36,14976
1249,36,14988
1250,36,15000
1251,36,15012
1252,36,15024
1253,36,15036
1254,36,15048
1255,36,15060
1256,36,15072
1257,36,15084
1258,36,15096
1259,36,15108
1260,36,15120
1261,37,15132
1262,37,15144
1263,37,15156
1264,37,15168
1265,37,15180
1266,37,15192
1267,37,15204
1268,37,15216
1269,37,15228
1270,37,15240
1271,37,15252
1272,37,15264
1273,37,15276
1274,37,15288
1275,37,15300
1276,37,15312
1277,38,15324
1278,38,15336
1279,38,15348
1280,38,15360
1281,38,15372
1282,38,15384
1283,38,15396
1284,38,15408
1285,38,15420
1286,38,15432
1287,38,15444
1288,38,15456
1289,38,15468
1290,39,15480
1291,39,15492
1292,39,15504
1293,39,15516
1294,39,15528
1295,39,15540
1296,39,15552
1297,39,15564
1298,39,15576
1299,39,15588
1300,39,15600
1301,39,15612
1302,39,15624
1303,39,15636
1304,39,15648
1305,39,15660
1306,40,15672
1307,40,15684
1308,40,15696
1309,40,15708
1310,40,15720
1311,40,15732
1312,40,15744
1313,40,15756
1314,40,15768
1315,40,15780
1316,40,15792
1317,40,15804
1318,40,15816
1319,40,15828
1320,40,15840
1321,40,15852
1322,40,15864
1323,41,15876
1324,41,15888
1325,41,15900
1326,41,15912
1327,41,15924
1328,41,15936
1329,41,15948
1330,41,15960
1331,41,15972
1332,41,15984
1333,41,15996
1334,42,16008
1335,42,16020
1336,42,16032
1337,42,16044
1338,42,16056
1339,42,16068
1340,42,16080
1341,42,16092
1342,42,16104
1343,42,16116
1344,42,16128
1345,42,16140
1346,43,16152
1347,43,16164
1348,43,16176
1349,43,16188
1350,43,16200
1351,43,16212
1352,43,16224
1353,43,16236
1354,43,16248
1355,43,16260
1356,43,16272
1357,43,16284
1358,43,16296
1359,43,16308
1360,43,16320
1361,43,16332
1362,43,16344
1363,43,16356
1364,43,16368
1365,43,16380
1366,44,16392
1367,44,16404
1368,44,16416
1369,44,16428
1370,44,16440
1371,44,16452
1372,44,16464
1373,44,16476
1374,44,16488
1375,44,16500
1376,44,16512
1377,44,16524
1378,44,16536
1379,44,16548
1380,44,16560
1381,44,16572
1382,45,16584
1383,45,16596
1384,45,16608
1385,45,16620
1386,45,16632
1387,45,16644
1388,45,16656
1389,45,16668
1390,45,16680
1391,45,16692
1392,45,16704
1393,45,16716
1394,45,16728
1395,45,16740
1396,45,16752
1397,46,16764
1398,46,16776
1399,46,16788
1400,46,16800
1401,46,16812
1402,46,16824
1403,46,16836
1404,46,16848
1405,46,16860
1406,46,16872
1407,46,16884
1408,46,16896
1409,46,16908
1410,46,16920
1411,46,16932
1412,47,16944
1413,47,16956
1414,47,16968
1415,47,16980
1416,47,16992
1417,47,17004
1418,47,17016
1419,47,17028
1420,47,17040
1421,47,17052
1422,47,17064
1423,47,17076
1424,47,17088
1425,47,17100
1426,48,17112
1427,48,17124
1428,48,17136
1429,48,17148
1430,48,17160
1431,48,17172
1432,48,17184
1433,48,17196
1434,48,17208
1435,48,17220
1436,48,17232
1437,48,17244
1438,48,17256
1439,48,17268
1440,48,17280
1441,48,17292
1442,48,17304
1443,48,17316
1444,48,17328
1445,49,17340
1446,49,17352
1447,49,17364
1448,49,17376
1449,49,17388
1450,49,17400
1451,49,17412
1452,49,17424
1453,49,17436
1454,49,17448
1455,49,17460
1456,49,17472
1457,49,17484
1458,49,17496
1459,49,17508
1460,49,17520
1461,49,17532
1462,49,17544
1463,49,17556
1464,49,17568
1465,49,17580
1466,49,17592
1467,49,17604
1468,50,17616
1469,50,17628
1470,50,17640
1471,50,17652
1472,50,17664
1473,50,17676
1474,50,17688
1475,50,17700
1476,50,17712
1477,50,17724
1478,50,17736
1479,50,17748
1480,50,17760
1481,50,17772
1482,50,17784
1483,50,17796
1484,50,17808
1485,50,17820
1486,50,17832
1487,50,17844
1488,50,17856
1489,51,17868
1490,51,17880
1491,51,17892
1492,51,17904
1493,51,17916
1494,52,17928
1495,52,17940
1496,52,17952
1497,52,17964
1498,52,17976
1499,52,17988
1500,52,18000
1501,52,18012
1502,52,18024
1503,52,18036
1504,52,18048
1505,52,18060
1506,52,18072
1507,52,18084
1508,52,18096
1509,52,18108
1510,52,18120
1511,53,18132
1512,53,18144
1513,53,18156
1514,53,18168
1515,53,18180
1516,53,18192
1517,53,18204
1518,53,18216
1519,53,18228
1520,53,18240
1521,53,18252
1522,53,18264
1523,53,18276
1524,53,18288
1525,53,18300
1526,53,18312
1527,53,18324
1528,53,18336
1529,53,18348
1530,53,18360
1531,53,18372
1532,53,18384
1533,53,18396
1534,53,18408
1535,53,18420
1536,53,18432
1537,53,18444
1538,53,18456
1539,53,18468
1540,53,18480
1541,53,18492
1542,54,18504
1543,54,18516
1544,54,18528
1545,54,18540
1546,54,18552
1547,54,18564
1548,54,18576
1549,54,18588
1550,54,18600
1551,54,18612
1552,54,18624
1553,54,18636
1554,54,18648
1555,54,18660
1556,54,18672
1557,54,18684
1558,55,18696
1559,55,18708
1560,55,18720
1561,55,18732
1562,55,18744
1563,55,18756
1564,55,18768
1565,55,18780
1566,55,18792
1567,55,18804
1568,55,18816
1569,55,18828
1570,55,18840
1571,55,18852
1572,55,18864
1573,55,18876
1574,55,18888
1575,56,18900
1576,56,18912
1577,56,18924
1578,56,18936
1579,56,18948
1580,56,18960
1581,56,18972
1582,56,18984
1583,56,18996
1584,56,19008
1585,56,19020
1586,56,19032
1587,56,19044
1588,56,19056
1589,56,19068
1590,56,19080
1591,57,19092
1592,57,19104
1593,57,19116
1594,57,19128
1595,57,19140
1596,57,19152
1597,57,19164
1598,57,19176
1599,57,19188
1600,57,19200
1601,57,19212
1602,57,19224
1603,57,19236
1604,57,19248
1605,57,19260
1606,57,19272
1607,57,19284
1608,57,19296
1609,57,19308
1610,57,19320
1611,57,19332
1612,57,19344
1613,58,19356
1614,58,19368
1615,58,19380
1616,58,19392
1617,58,19404
1618,58,19416
1619,58,19428
1620,58,19440
1621,58,19452
1622,58,19464
1623,58,19476
1624,58,19488
1625,58,19500
1626,58,19512
1627,58,19524
1628,58,19536
1629,58,19548
1630,58,19560
1631,58,19572
1632,58,19584
1633,58,19596
1634,58,19608
1635,59,19620
1636,59,19632
1637,59,19644
1638,59,19656
1639,59,19668
1640,59,19680
1641,59,19692
1642,59,19704
1643,59,19716
1644,59,19728
1645,59,19740
1646,59,19752
1647,59,19764
1648,59,19776
1649,59,19788
1650,60,19800
1651,60,19812
1652,60,19824
1653,60,19836
1654,60,19848
1655,60,19860
1656,60,19872
1657,60,19884
1658,60,19896
1659,60,19908
1660,60,19920
1661,61,19932
1662,61,19944
1663,61,19956
1664,61,19968
1665,61,19980
1666,61,19992
1667,61,20004
1668,61,20016
1669,61,20028
1670,61,20040
1671,61,20052
1672,61,20064
1673,61,20076
1674,61,20088
1675,61,20100
1676,61,20112
1677,61,20124
1678,61,20136
1679,61,20148
1680,61,20160
1681,61,20172
1682,61,20184
1683,61,20196
1684,61,20208
1685,62,20220
1686,62,20232
1687,62,20244
1688,62,20256
1689,62,20268
1690,62,20280
1691,62,20292
1692,62,20304
1693,62,20316
1694,62,20328
1695,62,20340
1696,62,20352
1697,62,20364
1698,62,20376
1699,62,20388
1700,63,20400
1701,63,20412
1702,63,20424
1703,63,20436
1704,63,20448
1705,63,20460
1706,63,20472
1707,63,20484
1708,63,20496
1709,63,20508
1710,63,20520
1711,63,20532
1712,63,20544
1713,63,20556
1714,63,20568
1715,63,20580
1716,63,20592
1717,63,20604
1718,63,20616
1719,63,20628
1720,63,20640
1721,64,24094
1722,64,24108
1723,64,24122
1724,64,24136
1725,64,24150
1726,64,24164
1727,64,24178
1728,64,24192
1729,64,24206
1730,64,24220
1731,64,24234
1732,64,24248
1733,64,24262
1734,64,24276
1735,64,24290
1736,65,24304
1737,65,24318
1738,65,24332
1739,65,24346
1740,65,24360
1741,65,24374
1742,65,24388
1743,65,24402
1744,65,24416
1745,65,24430
1746,65,24444
1747,65,24458
1748,65,24472
1749,66,24486
1750,66,24500
1751,66,24514
1752,66,24528
1753,66,24542
1754,66,24556
1755,66,24570
1756,66,24584
1757,66,24598
1758,66,24612
1759,66,24626
1760,66,24640
1761,66,24654
1762,66,24668
1763,66,24682
1764,67,24696
1765,67,24710
1766,67,24724
1767,67,24738
1768,67,24752
1769,67,24766
1770,67,24780
1771,67,24794
1772,67,24808
1773,68,24822
1774,68,24836
1775,68,24850
1776,68,24864
1777,68,24878
1778,68,24892
1779,68,24906
1780,68,24920
1781,68,24934
1782,68,24948
1783,68,24962
1784,68,24976
1785,68,24990
1786,68,25004
1787,68,25018
1788,68,25032
1789,68,25046
1790,68,25060
1791,68,25074
1792,68,25088
1793,68,25102
1794,68,25116
1795,68,25130
1796,68,25144
1797,68,25158
1798,69,25172
1799,69,25186
1800,69,25200
1801,69,25214
1802,69,25228
1803,69,25242
1804,69,25256
1805,69,25270
1806,69,25284
1807,69,25298
1808,69,25312
1809,69,25326
1810,69,25340
1811,69,25354
1812,69,25368
1813,69,25382
1814,69,25396
1815,69,25410
1816,69,25424
1817,69,25438
1818,69,25452
1819,69,25466
1820,69,25480
1821,69,25494
1822,69,25508
1823,69,25522
1824,69,25536
1825,69,25550
1826,70,25564
1827,70,25578
1828,70,25592
1829,70,25606
1830,70,25620
1831,70,25634
1832,70,25648
1833,70,25662
1834,70,25676
1835,70,25690
1836,70,25704
1837,70,25718
1838,70,25732
1839,70,25746
1840,70,25760
1841,70,25774
1842,70,25788
1843,70,25802
1844,71,25816
1845,71,25830
1846,71,25844
1847,71,25858
1848,71,25872
1849,71,25886
1850,71,25900
1851,71,25914
1852,71,25928
1853,71,25942
1854,71,25956
1855,71,25970
1856,71,25984
1857,71,25998
1858,71,26012
1859,71,26026
1860,71,26040
1861,71,26054
1862,71,26068
1863,71,26082
1864,71,26096
1865,71,26110
1866,71,26124
1867,71,26138
1868,71,26152
1869,71,26166
1870,71,26180
1871,72,26194
1872,72,26208
1873,72,26222
1874,72,26236
1875,72,26250
1876,72,26264
1877,72,26278
1878,72,26292
1879,72,26306
1880,72,26320
1881,72,26334
1882,72,26348
1883,72,26362
1884,72,26376
1885,72,26390
1886,72,26404
1887,72,26418
1888,72,26432
1889,72,26446
1890,73,26460
1891,73,26474
1892,73,26488
1893,73,26502
1894,73,26516
1895,73,26530
1896,73,26544
1897,73,26558
1898,73,26572
1899,73,26586
1900,73,26600
1901,73,26614
